3400 -0.021940 -0.103427 -0.064860 -0.055556 0.018448 -0.045467 0.020586
3450 -0.020330 -0.109241 -0.036277 -0.073232 0.033641 -0.041088 0.024204
3500 0.032407 -0.069869 -0.070385 -0.064141 0.008435 -0.032711 0.022047
3550 0.026167 -0.113423 -0.048286 -0.054040 0.015018 -0.034913 0.025429
3600 0.080515 -0.085679 -0.029062 -0.036869 -0.020200 -0.018259 0.027174
3650 0.051731 -0.114749 -0.030980 -0.044949 -0.015369 -0.030863 0.026737
3700 0.070250 -0.069767 -0.004314 -0.062626 -0.022302 -0.017752 0.025164
3750 0.017311 -0.081395 -0.024496 -0.030303 -0.036094 -0.030995 0.015720
3800 0.010266 -0.065381 -0.048286 -0.043434 -0.010538 -0.031475 0.013704
3850 0.040459 -0.075479 -0.034587 -0.007071 -0.030562 -0.021448 0.018992
3900 0.041264 -0.055182 -0.041802 -0.051010 -0.020550 -0.025456 0.017719
3950 0.040660 0.016320 -0.030753 -0.076263 -0.005707 -0.011149 0.020115
4000 0.015097 0.039576 -0.041071 -0.073232 0.024680 -0.006990 0.021458
4050 0.049316 -0.012852 -0.028104 -0.084343 0.044705 -0.006256 0.024803
4100 0.034018 0.024888 0.035319 -0.108081 0.033641 0.003957 0.028070
4150 0.013084 0.017646 0.009612 -0.087879 0.004305 -0.008646 0.019928
4200 -0.027979 -0.084251 0.003860 -0.082828 -0.016420 -0.041524 0.017896
4250 -0.030395 -0.081395 -0.023033 -0.098485 -0.012640 -0.049190 0.017089
4300 -0.064412 -0.113525 -0.077096 -0.076263 -0.007810 -0.067821 0.017116
4350 -0.069042 -0.096083 -0.039607 -0.077273 -0.002278 -0.056857 0.016402
4400 -0.014895 -0.074255 -0.004768 -0.128788 0.017396 -0.041062 0.026662
4450 -0.052939 -0.059670 0.008931 -0.076263 0.043303 -0.027328 0.022804
4500 0.006039 -0.058242 -0.016776 -0.020707 0.017747 -0.014388 0.013074
4550 0.026167 -0.040800 -0.032165 -0.088889 0.043303 -0.018477 0.023931
4600 0.034622 -0.032028 -0.025455 -0.050000 0.057796 -0.003013 0.020818
4650 0.056361 -0.013056 -0.021847 -0.075253 0.047083 -0.001342 0.024182
4700 0.037037 -0.011628 -0.067736 -0.098990 0.038823 -0.020499 0.027659
4750 0.018317 -0.032028 -0.052120 -0.117172 0.056394 -0.025322 0.029817
4800 0.036031 0.004488 -0.029289 -0.155556 0.028109 -0.023243 0.034973
4850 0.022142 0.000000 0.035823 -0.117677 0.047784 -0.002386 0.029897
4900 -0.011876 0.016116 0.031257 -0.082323 -0.005357 -0.010437 0.019543
4950 -0.045290 -0.037638 0.065138 -0.108081 -0.006057 -0.026386 0.028238
